country,obey,public,protest,revolutionary,books
South Korea,2,2,2,3,2
South Korea,2,1,3,1,1
South Korea,2,2,2,2,2
South Korea,2,1,2,1,1
South Korea,2,2,3,2,2
South Korea,2,1,2,2,2
South Korea,2,2,3,2,2
South Korea,1,2,2,2,2
South Korea,1,2,2,1,1
South Korea,2,2,4,3,3
South Korea,2,2,2,2,2
South Korea,1,1,4,1,4
South Korea,1,2,2,3,2
South Korea,1,2,4,4,4
South Korea,2,2,3,2,3
South Korea,1,2,2,4,2
South Korea,1,1,2,4,3
South Korea,1,2,3,3,2
South Korea,2,1,1,3,3
South Korea,2,2,2,3,3
South Korea,1,1,2,2,2
South Korea,2,2,2,2,3
South Korea,1,1,1,2,1
South Korea,1,2,2,2,2
South Korea,2,1,1,2,2
South Korea,2,2,2,2,2
South Korea,1,2,2,2,2
South Korea,2,3,3,2,3
South Korea,1,3,3,3,3
South Korea,1,2,3,4,3
South Korea,2,2,2,2,1
South Korea,1,3,3,4,4
South Korea,1,2,2,1,1
South Korea,1,3,3,2,3
South Korea,2,3,3,2,3
South Korea,1,2,2,2,2
South Korea,1,4,4,3,3
South Korea,1,3,4,4,4
South Korea,1,2,4,4,4
South Korea,1,2,4,4,4
South Korea,2,3,3,3,2
South Korea,1,3,3,3,3
South Korea,1,1,1,1,1
South Korea,2,1,1,1,1
South Korea,1,3,3,3,3
South Korea,1,4,4,4,4
South Korea,2,2,3,3,2
South Korea,1,3,3,3,3
South Korea,1,4,4,4,4
South Korea,2,2,3,2,2
South Korea,2,2,3,4,3
South Korea,1,2,2,4,4
South Korea,1,1,2,2,2
South Korea,1,2,2,4,4
South Korea,1,1,2,2,2
South Korea,1,3,3,4,4
South Korea,2,2,2,3,3
South Korea,2,2,2,3,3
South Korea,1,3,3,2,3
South Korea,2,1,1,4,4
South Korea,1,1,2,2,4
South Korea,1,3,3,3,3
South Korea,1,3,3,3,3
South Korea,2,1,1,4,3
South Korea,1,2,3,3,3
South Korea,1,2,2,3,3
South Korea,1,2,2,2,2
South Korea,2,1,1,3,2
South Korea,2,2,3,3,3
South Korea,1,2,2,4,4
South Korea,1,3,3,3,3
South Korea,1,3,4,4,4
South Korea,1,2,3,4,3
South Korea,2,1,2,2,1
South Korea,2,1,2,3,2
South Korea,1,2,2,3,3
South Korea,1,2,3,3,3
South Korea,2,2,2,2,2
South Korea,2,3,3,3,3
South Korea,1,2,2,2,2
South Korea,2,3,4,3,2
South Korea,1,1,2,1,2
South Korea,2,2,2,2,2
South Korea,1,3,3,3,3
South Korea,1,2,2,4,3
South Korea,1,2,2,2,2
South Korea,2,2,2,2,2
South Korea,1,1,2,3,2
South Korea,1,4,4,4,2
South Korea,1,4,4,4,4
South Korea,1,3,4,3,3
South Korea,1,2,3,2,3
South Korea,1,4,4,4,2
South Korea,1,2,2,2,2
South Korea,1,2,2,3,2
South Korea,2,3,2,4,2
South Korea,1,4,4,4,4
South Korea,1,2,4,2,2
South Korea,2,2,2,2,2
South Korea,2,2,2,2,2
South Korea,2,1,1,2,2
South Korea,2,1,2,2,3
South Korea,2,1,1,1,1
South Korea,2,1,2,2,2
South Korea,2,2,2,2,2
South Korea,1,1,1,1,1
South Korea,2,1,3,3,3
South Korea,2,1,2,1,1
South Korea,1,2,3,2,1
South Korea,2,2,2,2,2
South Korea,2,2,3,2,2
South Korea,1,2,2,2,2
South Korea,1,3,3,4,2
South Korea,1,1,2,4,3
South Korea,2,2,2,3,3
South Korea,1,1,3,4,4
South Korea,2,3,3,2,3
South Korea,2,2,3,4,4
South Korea,2,2,2,4,4
South Korea,1,1,2,4,4
South Korea,2,2,2,2,2
South Korea,1,1,2,3,3
South Korea,2,2,2,3,2
South Korea,1,2,2,3,2
South Korea,2,1,2,2,2
South Korea,2,2,3,4,4
South Korea,2,3,3,3,2
South Korea,2,4,4,4,4
South Korea,1,2,3,4,4
South Korea,2,2,2,2,2
South Korea,2,1,3,4,1
South Korea,1,1,3,3,1
South Korea,1,1,1,4,4
South Korea,2,1,1,1,1
South Korea,2,2,3,4,1
South Korea,1,2,3,4,3
South Korea,2,2,2,4,2
South Korea,2,1,1,4,4
South Korea,1,3,3,4,4
South Korea,2,2,3,2,2
South Korea,1,2,2,2,2
South Korea,1,2,2,4,4
South Korea,1,3,3,3,2
South Korea,1,2,2,2,2
South Korea,2,2,2,2,3
South Korea,1,NA,2,NA,NA
South Korea,2,1,1,2,2
South Korea,1,NA,NA,NA,NA
South Korea,1,3,3,3,2
South Korea,1,2,2,2,2
South Korea,2,2,2,4,3
South Korea,1,2,3,2,2
South Korea,1,2,2,4,3
South Korea,2,2,2,4,4
South Korea,2,1,3,4,1
South Korea,1,2,2,3,3
South Korea,1,2,2,3,3
South Korea,2,3,3,3,2
South Korea,1,1,2,2,2
South Korea,1,3,3,3,3
South Korea,1,2,2,2,2
South Korea,2,2,2,2,2
South Korea,1,2,2,2,2
South Korea,2,1,1,1,1
South Korea,2,3,3,3,3
South Korea,2,4,4,4,4
South Korea,2,3,3,3,3
South Korea,1,2,2,2,2
South Korea,NA,4,4,4,4
South Korea,1,4,4,4,4
South Korea,2,2,3,2,2
South Korea,1,4,4,4,4
South Korea,1,4,4,4,4
South Korea,1,4,4,4,4
South Korea,NA,2,3,1,3
South Korea,1,4,4,4,4
South Korea,1,2,2,2,2
South Korea,1,NA,NA,NA,NA
South Korea,1,3,3,3,3
South Korea,2,2,2,2,2
South Korea,1,1,4,4,4
South Korea,2,2,2,4,4
South Korea,1,3,3,4,4
South Korea,2,2,2,3,3
South Korea,1,3,3,4,4
South Korea,2,1,1,1,1
South Korea,1,2,2,NA,NA
South Korea,2,3,3,3,3
South Korea,1,2,2,3,3
South Korea,1,4,4,3,3
South Korea,2,1,2,2,1
South Korea,1,2,2,4,4
South Korea,1,1,2,2,2
South Korea,2,2,2,2,2
South Korea,2,3,3,3,3
South Korea,2,2,2,4,3
South Korea,2,1,2,4,4
South Korea,1,2,2,2,2
South Korea,1,1,2,3,3
South Korea,2,3,3,3,3
South Korea,2,2,2,3,2
South Korea,2,1,1,2,2
South Korea,2,2,2,3,3
South Korea,1,2,2,3,3
South Korea,2,1,2,1,1
South Korea,2,2,2,2,2
South Korea,1,2,3,3,3
South Korea,1,1,1,1,1
South Korea,1,2,3,3,3
South Korea,2,2,3,2,2
South Korea,1,2,2,3,3
South Korea,2,2,2,2,2
South Korea,2,2,2,4,3
South Korea,1,3,3,3,3
South Korea,1,2,2,3,3
South Korea,1,2,2,1,1
South Korea,2,2,2,3,3
South Korea,2,2,3,2,3
South Korea,2,1,2,2,2
South Korea,1,2,3,3,3
South Korea,2,2,2,2,2
South Korea,1,1,1,1,1
South Korea,2,2,2,3,3
South Korea,2,2,2,2,2
South Korea,2,1,1,2,2
South Korea,2,2,2,3,2
South Korea,1,2,2,3,2
South Korea,2,2,2,4,4
South Korea,2,2,3,2,2
South Korea,2,1,1,1,1
South Korea,2,1,1,1,2
South Korea,2,2,3,1,1
South Korea,1,4,4,4,4
South Korea,2,1,1,1,1
South Korea,2,1,1,1,1
South Korea,1,2,2,2,2
South Korea,1,2,2,2,2
South Korea,2,2,2,2,2
South Korea,1,4,4,4,4
South Korea,2,2,2,2,2
South Korea,1,4,4,4,4
South Korea,1,1,1,1,1
South Korea,2,3,4,4,4
South Korea,1,3,3,3,3
South Korea,2,2,2,2,2
South Korea,1,1,1,4,4
South Korea,1,4,4,4,4
South Korea,2,1,1,4,4
South Korea,2,2,2,2,2
South Korea,2,2,2,3,2
South Korea,2,2,2,2,2
South Korea,2,2,2,2,2
South Korea,2,2,2,2,2
South Korea,1,2,2,2,2
South Korea,2,1,2,2,2
South Korea,2,1,1,1,1
South Korea,1,1,1,2,4
South Korea,2,2,2,4,4
South Korea,2,1,2,4,2
South Korea,1,2,2,2,2
South Korea,2,2,2,3,3
South Korea,2,2,3,4,4
South Korea,1,2,3,2,3
South Korea,1,1,1,1,1
South Korea,1,NA,NA,NA,NA
South Korea,1,NA,NA,NA,NA
South Korea,1,2,4,4,4
South Korea,1,1,4,1,2
South Korea,1,NA,NA,NA,NA
South Korea,2,NA,NA,3,3
South Korea,2,1,1,4,2
South Korea,1,2,2,2,2
South Korea,2,1,1,2,2
South Korea,1,1,1,2,1
South Korea,1,2,2,2,2
South Korea,1,2,2,3,3
South Korea,2,2,2,2,2
South Korea,1,1,1,1,1
South Korea,1,4,4,4,2
South Korea,1,1,1,NA,NA
South Korea,2,3,4,4,3
South Korea,1,1,2,3,4
South Korea,2,1,1,2,3
South Korea,2,4,4,NA,NA
South Korea,2,4,4,4,1
South Korea,1,1,2,1,1
South Korea,2,1,2,2,2
South Korea,1,4,4,4,NA
South Korea,NA,4,4,4,3
South Korea,2,1,1,3,2
South Korea,1,3,3,4,3
South Korea,1,2,2,3,2
South Korea,2,2,2,4,4
South Korea,2,1,1,3,3
South Korea,2,2,2,2,4
South Korea,1,1,4,4,3
South Korea,2,2,2,2,2
South Korea,2,3,4,4,3
South Korea,1,4,4,4,4
South Korea,2,2,3,2,2
South Korea,1,2,3,3,3
South Korea,2,3,3,3,2
South Korea,2,2,2,2,2
South Korea,1,4,4,4,1
Lithuania,1,3,3,2,2
Lithuania,1,3,3,3,3
Lithuania,1,2,2,1,2
Lithuania,2,2,2,1,1
Lithuania,1,3,3,4,4
Lithuania,1,1,1,4,2
Lithuania,1,3,3,2,3
Lithuania,1,1,1,1,1
Lithuania,1,2,2,1,2
Lithuania,1,1,1,NA,1
Lithuania,2,1,1,1,2
Lithuania,2,1,2,3,2
Lithuania,1,1,1,1,1
Lithuania,2,1,1,NA,2
Lithuania,2,2,2,4,2
Lithuania,2,2,1,4,4
Lithuania,2,1,1,3,2
Lithuania,2,1,1,1,1
Lithuania,2,2,2,2,1
Lithuania,1,1,1,4,4
Lithuania,1,2,1,2,1
Lithuania,2,1,1,3,2
Lithuania,1,1,1,1,1
Lithuania,NA,2,2,NA,NA
Lithuania,1,2,2,3,2
Lithuania,1,2,2,2,1
Lithuania,1,2,2,3,3
Lithuania,1,2,2,2,NA
Lithuania,2,1,3,1,1
Lithuania,1,3,3,3,3
Lithuania,2,NA,NA,NA,NA
Lithuania,2,1,2,2,2
Lithuania,1,1,1,1,NA
Lithuania,1,3,2,4,2
Lithuania,2,2,2,4,4
Lithuania,2,3,2,4,1
Lithuania,2,2,2,NA,NA
Lithuania,2,3,2,2,2
Lithuania,2,1,1,3,3
Lithuania,1,2,2,NA,2
Lithuania,1,2,3,2,3
Lithuania,2,1,1,3,1
Lithuania,NA,2,2,NA,NA
Lithuania,2,1,1,1,1
Lithuania,2,1,1,3,2
Lithuania,2,1,1,2,2
Lithuania,NA,1,1,4,2
Lithuania,2,2,2,1,2
Lithuania,2,3,3,2,1
Lithuania,1,1,1,3,4
Lithuania,2,2,2,2,2
Lithuania,1,NA,NA,NA,NA
Lithuania,NA,NA,NA,2,2
Lithuania,2,1,1,2,2
Lithuania,NA,NA,NA,3,2
Lithuania,1,2,2,3,3
Lithuania,2,3,2,2,2
Lithuania,2,1,1,2,4
Lithuania,2,2,1,2,2
Lithuania,2,3,1,4,2
Lithuania,1,1,1,1,4
Lithuania,2,1,1,3,4
Lithuania,2,1,1,1,2
Lithuania,1,2,2,3,3
Lithuania,1,3,3,4,4
Lithuania,1,1,2,3,2
Lithuania,1,3,3,3,3
Lithuania,2,2,NA,4,4
Lithuania,1,3,3,3,3
Lithuania,1,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,2,2,3,2,2
Lithuania,1,1,1,1,2
Lithuania,1,NA,NA,4,2
Lithuania,2,2,2,4,4
Lithuania,2,2,2,NA,NA
Lithuania,NA,2,2,2,2
Lithuania,1,2,2,1,2
Lithuania,2,1,2,3,2
Lithuania,2,NA,NA,3,3
Lithuania,2,1,2,4,4
Lithuania,2,1,1,NA,1
Lithuania,NA,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,2,1,1,4,2
Lithuania,2,4,3,4,4
Lithuania,2,2,2,2,2
Lithuania,1,3,3,3,3
Lithuania,2,1,1,2,2
Lithuania,2,3,NA,1,4
Lithuania,NA,1,1,1,1
Lithuania,1,4,3,4,4
Lithuania,1,2,2,NA,NA
Lithuania,2,1,1,1,1
Lithuania,NA,2,2,2,2
Lithuania,1,2,2,3,2
Lithuania,2,1,1,2,2
Lithuania,1,1,1,4,2
Lithuania,1,2,2,2,3
Lithuania,2,1,2,2,2
Lithuania,2,1,2,4,2
Lithuania,2,2,3,2,2
Lithuania,2,1,1,1,2
Lithuania,1,1,1,1,1
Lithuania,1,3,3,4,4
Lithuania,2,2,2,1,1
Lithuania,1,4,3,4,4
Lithuania,1,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,2,NA,NA,NA,NA
Lithuania,1,3,3,3,3
Lithuania,2,1,1,NA,2
Lithuania,NA,1,1,2,2
Lithuania,2,1,1,NA,NA
Lithuania,2,1,1,2,2
Lithuania,NA,1,2,NA,NA
Lithuania,NA,1,1,NA,NA
Lithuania,1,4,3,4,4
Lithuania,1,4,3,4,3
Lithuania,2,NA,NA,NA,NA
Lithuania,2,1,1,1,1
Lithuania,NA,2,2,2,NA
Lithuania,1,4,3,4,4
Lithuania,2,2,2,2,2
Lithuania,2,4,3,3,3
Lithuania,2,2,3,2,4
Lithuania,2,2,2,2,1
Lithuania,2,1,1,2,2
Lithuania,1,2,3,2,3
Lithuania,1,2,2,3,2
Lithuania,2,1,1,2,1
Lithuania,NA,NA,NA,NA,NA
Lithuania,2,1,1,3,3
Lithuania,1,4,3,4,4
Lithuania,2,1,3,3,2
Lithuania,1,4,3,4,4
Lithuania,2,2,2,4,2
Lithuania,1,1,1,2,1
Lithuania,2,2,2,2,2
Lithuania,1,1,3,4,2
Lithuania,2,2,2,3,3
Lithuania,2,2,2,4,4
Lithuania,1,4,3,4,4
Lithuania,2,2,2,2,3
Lithuania,2,1,1,NA,NA
Lithuania,1,2,2,2,2
Lithuania,2,2,2,3,3
Lithuania,NA,1,1,NA,NA
Lithuania,2,2,2,3,3
Lithuania,2,2,2,4,2
Lithuania,2,1,2,2,2
Lithuania,2,2,2,4,2
Lithuania,NA,2,1,1,1
Lithuania,1,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,2,2,2,2,2
Lithuania,1,3,3,3,3
Lithuania,2,2,2,2,2
Lithuania,1,4,3,4,4
Lithuania,2,1,1,1,1
Lithuania,1,3,3,3,3
Lithuania,2,2,2,2,2
Lithuania,2,4,3,4,4
Lithuania,2,1,1,NA,4
Lithuania,1,3,3,NA,4
Lithuania,2,1,1,1,1
Lithuania,2,2,2,2,2
Lithuania,1,4,3,4,4
Lithuania,2,2,2,2,2
Lithuania,2,2,2,NA,2
Lithuania,2,1,1,2,2
Lithuania,2,1,3,4,1
Lithuania,2,2,2,3,2
Lithuania,2,2,2,4,3
Lithuania,1,1,1,2,2
Lithuania,1,4,3,4,3
Lithuania,2,1,1,4,1
Lithuania,2,1,1,2,2
Lithuania,2,2,2,3,2
Lithuania,1,4,3,4,3
Lithuania,2,2,1,1,1
Lithuania,1,2,2,4,2
Lithuania,2,3,2,3,1
Lithuania,1,1,2,2,1
Lithuania,2,1,1,2,3
Lithuania,1,2,2,4,3
Lithuania,2,1,1,1,1
Lithuania,1,1,1,1,1
Lithuania,NA,1,1,NA,NA
Lithuania,2,1,1,3,2
Lithuania,2,1,1,1,1
Lithuania,2,1,1,3,4
Lithuania,1,2,2,4,2
Lithuania,2,1,1,1,1
Lithuania,2,1,1,NA,NA
Lithuania,1,3,3,4,3
Lithuania,1,2,3,2,1
Lithuania,2,1,3,2,3
Lithuania,1,1,1,NA,NA
Lithuania,1,1,2,2,2
Lithuania,1,4,3,4,4
Lithuania,1,4,3,4,4
Lithuania,1,1,1,2,2
Lithuania,1,2,2,3,2
Lithuania,NA,1,1,1,1
Lithuania,1,2,2,2,2
Lithuania,NA,1,1,1,1
Lithuania,NA,1,1,1,1
Lithuania,2,2,2,2,2
Lithuania,2,2,2,1,2
Lithuania,2,1,1,1,2
Lithuania,2,1,2,3,2
Lithuania,2,1,1,1,1
Lithuania,2,2,1,1,2
Lithuania,2,2,2,2,1
Lithuania,2,1,3,4,1
Lithuania,2,2,2,3,NA
Lithuania,2,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,1,NA,NA,NA,NA
Lithuania,2,2,2,2,2
Lithuania,1,3,3,3,3
Lithuania,2,1,1,1,1
Lithuania,1,4,3,4,4
Lithuania,NA,2,2,2,1
Lithuania,2,1,1,4,1
Lithuania,2,2,2,2,2
Lithuania,2,1,2,2,2
Lithuania,2,NA,NA,NA,NA
Lithuania,1,1,1,NA,4
Lithuania,1,2,2,3,2
Lithuania,NA,1,2,3,3
Lithuania,2,2,2,4,2
Lithuania,2,1,1,4,4
Lithuania,1,1,1,1,1
Lithuania,NA,1,1,3,3
Lithuania,1,1,1,1,1
Lithuania,2,2,2,3,2
Lithuania,NA,1,1,1,1
Lithuania,1,2,1,1,3
Lithuania,2,1,1,1,2
Lithuania,1,3,3,NA,3
Lithuania,NA,2,2,3,3
Lithuania,2,2,2,3,3
Lithuania,NA,NA,NA,NA,NA
Lithuania,2,1,1,1,1
Lithuania,NA,2,2,2,2
Lithuania,2,3,1,4,2
Lithuania,1,4,3,4,4
Lithuania,2,2,2,2,2
Lithuania,2,2,2,2,2
Lithuania,1,3,3,3,3
Lithuania,2,2,2,2,2
Lithuania,2,1,1,1,1
Lithuania,2,1,1,1,2
Lithuania,1,3,3,3,3
Lithuania,1,3,3,3,3
Lithuania,NA,2,2,2,2
Lithuania,1,3,3,2,3
Lithuania,1,1,1,1,1
Lithuania,2,2,2,2,2
Lithuania,1,3,3,3,3
Lithuania,NA,NA,NA,NA,NA
Lithuania,2,3,NA,3,2
Lithuania,2,1,1,3,3
Lithuania,1,1,1,3,3
Lithuania,2,1,1,2,2
Lithuania,2,1,1,1,2
Lithuania,2,1,1,2,3
Lithuania,1,2,1,1,2
Lithuania,2,1,1,1,2
Lithuania,NA,2,2,3,3
Lithuania,2,1,2,3,1
Lithuania,2,1,1,1,NA
Lithuania,2,1,1,2,2
Lithuania,1,1,3,1,3
Lithuania,2,4,3,2,2
Lithuania,2,1,2,2,2
Lithuania,1,1,1,1,1
Lithuania,1,4,3,4,3
Lithuania,2,1,1,4,1
Lithuania,1,2,2,3,NA
Lithuania,2,1,1,1,2
Lithuania,2,3,3,4,3
Lithuania,2,1,1,1,1
Lithuania,2,2,1,2,3
Lithuania,2,1,1,2,2
Lithuania,1,1,1,NA,NA
Lithuania,NA,1,2,2,3
Lithuania,1,2,2,NA,NA
Lithuania,1,2,2,3,3
Lithuania,1,2,2,4,4
Lithuania,1,1,1,3,3
Lithuania,1,2,2,3,3
Lithuania,1,1,1,NA,NA
Lithuania,1,1,1,3,3
Lithuania,1,3,3,4,3
Lithuania,NA,NA,2,3,2
Lithuania,NA,2,2,1,2
Lithuania,2,2,2,4,2
Lithuania,2,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,1,3,3,4,3
Lithuania,1,1,1,1,1
Lithuania,NA,2,2,4,3
Lithuania,2,3,3,4,2
Lithuania,1,1,1,4,2
Lithuania,1,1,1,2,2
Lithuania,2,2,2,2,1
Lithuania,2,2,2,2,2
Lithuania,NA,NA,NA,3,3
Lithuania,1,2,1,2,1
Lithuania,1,1,2,4,3
Lithuania,NA,NA,NA,3,3
Lithuania,2,1,2,1,1
Lithuania,2,1,1,2,2
Lithuania,2,1,3,4,4
Lithuania,NA,1,1,2,2
Lithuania,2,2,1,3,3
Lithuania,2,3,3,3,3
Lithuania,2,1,1,2,2
Lithuania,1,1,1,1,1
Lithuania,2,NA,1,3,NA
Lithuania,2,2,2,2,2
Lithuania,2,1,3,3,4
Lithuania,2,1,1,4,2
Lithuania,2,1,1,1,1
Lithuania,1,1,1,1,NA
Lithuania,2,1,1,2,3
Lithuania,1,3,3,2,4
Lithuania,2,1,1,2,2
Lithuania,2,1,2,1,1
Lithuania,2,1,1,1,2
Lithuania,NA,1,2,2,2
Lithuania,2,1,1,1,1
Lithuania,2,3,3,2,3
Lithuania,2,1,1,3,3
Lithuania,1,2,2,1,NA
Lithuania,2,1,2,3,2
Lithuania,2,2,2,2,3
Lithuania,1,4,3,4,3
Lithuania,NA,4,3,4,4
Lithuania,1,4,3,4,4
Lithuania,1,2,2,2,2
Lithuania,2,2,2,2,2
Lithuania,2,1,1,1,1
Lithuania,2,2,2,1,2
Lithuania,2,1,3,2,3
Lithuania,2,2,2,2,2
Lithuania,1,4,3,4,4
Lithuania,2,1,1,1,1
Lithuania,2,1,2,NA,2
Lithuania,2,2,2,2,1
Lithuania,2,2,1,4,2
Lithuania,1,4,3,4,2
Lithuania,2,1,1,2,2
Lithuania,2,1,1,1,1
Lithuania,1,1,1,1,1
Lithuania,1,1,1,2,3
Lithuania,1,2,2,1,2
Lithuania,1,4,3,4,4
Lithuania,1,4,3,4,4
Lithuania,1,2,2,4,2
Lithuania,1,2,3,4,1
Lithuania,2,2,2,4,2
Lithuania,2,2,2,1,1
Lithuania,2,4,3,3,3
Lithuania,1,2,1,3,2
Lithuania,2,2,2,3,3
Lithuania,2,1,1,2,2
Lithuania,2,1,1,2,2
Lithuania,2,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,2,3,3,4,3
Lithuania,2,4,3,2,2
Lithuania,1,1,1,2,2
Lithuania,1,4,3,4,4
Lithuania,1,4,3,4,4
Lithuania,2,1,2,2,1
Lithuania,2,1,1,2,1
Lithuania,2,1,1,2,2
Lithuania,2,1,1,NA,NA
Lithuania,2,1,1,2,2
Lithuania,2,1,1,2,4
Lithuania,2,1,3,1,2
Lithuania,2,2,2,3,2
Lithuania,1,NA,1,2,2
Lithuania,2,1,1,4,3
Lithuania,1,1,1,4,1
Lithuania,2,2,2,2,2
Lithuania,2,2,2,1,2
Lithuania,2,1,1,4,4
Lithuania,1,2,1,4,4
Lithuania,2,1,1,1,1
Lithuania,2,1,1,2,2
Lithuania,1,2,2,3,4
Lithuania,1,3,3,3,3
Lithuania,2,1,1,1,1
Lithuania,1,4,3,4,4
Lithuania,1,2,2,4,4
Lithuania,2,2,2,1,1
Lithuania,2,1,1,1,1
Lithuania,1,4,3,4,4
Lithuania,2,1,2,3,2
Lithuania,1,4,3,4,4
Lithuania,1,4,3,4,4
Lithuania,2,1,1,2,NA
Lithuania,1,4,3,4,4
Lithuania,2,1,3,3,3
Lithuania,2,1,1,1,1
Lithuania,2,1,1,1,2
Lithuania,1,4,3,4,4
Lithuania,NA,1,1,2,2
Lithuania,1,4,3,4,4
Lithuania,1,4,3,4,4
Lithuania,2,2,1,2,2
Lithuania,NA,1,1,2,2
Lithuania,2,1,1,4,4
Lithuania,NA,1,1,2,2
Lithuania,2,1,1,2,4
Lithuania,2,1,1,1,1
Lithuania,2,2,2,2,2
Lithuania,2,4,2,4,2
Lithuania,2,2,2,4,4
Lithuania,NA,2,2,3,3
Lithuania,1,2,2,3,2
Lithuania,2,1,1,2,1
Lithuania,1,1,1,1,1
Lithuania,2,2,2,3,3
Lithuania,2,1,1,3,2
Lithuania,2,1,1,4,1
Lithuania,1,1,2,3,2
Lithuania,1,2,3,3,2
Lithuania,2,2,2,2,2
Lithuania,2,2,2,2,2
Lithuania,2,2,2,2,2
Lithuania,2,2,2,3,2
Lithuania,2,1,1,2,1
Lithuania,2,1,1,1,1
Lithuania,2,2,2,4,4
Lithuania,1,1,1,2,1
Lithuania,2,1,1,4,4
Lithuania,1,4,3,4,4
Lithuania,2,2,2,1,NA
Lithuania,2,2,2,1,1
Lithuania,1,3,3,4,NA
Lithuania,1,1,1,2,2
Lithuania,1,1,1,2,2
Lithuania,2,NA,2,2,2
Lithuania,1,1,1,1,1
Lithuania,1,2,2,2,3
Lithuania,1,2,2,3,3
Lithuania,2,1,1,3,2
Lithuania,1,1,1,4,4
Lithuania,2,1,2,3,1
Lithuania,2,2,2,4,4
Lithuania,NA,2,2,2,2
Lithuania,2,2,2,2,2
Lithuania,1,2,2,3,3
Lithuania,1,1,1,1,1
Lithuania,1,1,1,3,2
Lithuania,2,2,2,4,4
Lithuania,1,2,2,1,1
Lithuania,NA,1,1,2,2
Lithuania,1,2,2,3,3
Lithuania,1,2,2,4,4
Lithuania,2,1,1,2,2
Lithuania,2,1,1,4,1
Lithuania,2,2,2,3,3
Lithuania,1,1,1,1,NA
Lithuania,NA,1,1,NA,2
Lithuania,2,1,1,4,3
Lithuania,2,1,1,3,2
Lithuania,2,1,1,2,NA
Lithuania,2,1,1,2,1
Lithuania,2,1,1,3,2
Lithuania,2,1,1,2,2
Lithuania,1,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,1,1,1,4,2
Lithuania,2,1,3,3,2
Lithuania,2,1,1,1,2
Lithuania,2,1,1,1,2
Lithuania,1,1,1,2,2
Lithuania,2,1,1,4,4
Lithuania,2,1,1,1,2
Lithuania,1,2,2,3,2
Lithuania,1,2,2,NA,NA
Lithuania,1,1,1,2,3
Lithuania,1,1,1,1,1
Lithuania,2,2,2,2,2
Lithuania,1,2,2,1,1
Lithuania,2,1,1,1,1
Lithuania,2,NA,NA,3,3
Lithuania,2,2,2,3,2
Lithuania,1,1,2,2,2
Lithuania,NA,1,1,3,3
Lithuania,1,2,2,2,2
Lithuania,2,1,1,1,1
Lithuania,2,2,2,2,NA
Lithuania,2,1,1,1,1
Lithuania,2,1,1,1,1
Lithuania,2,2,2,2,2
Lithuania,2,1,2,2,1
Lithuania,NA,3,2,3,2
Lithuania,2,2,2,3,3
Lithuania,1,3,3,4,1
Lithuania,2,2,2,2,2
Lithuania,2,1,1,1,1
Lithuania,1,2,2,3,4
Lithuania,1,2,2,3,3
Lithuania,2,1,2,2,3
Lithuania,NA,2,3,1,1
Lithuania,2,2,2,2,2
Lithuania,2,1,3,4,3
Lithuania,2,2,2,3,3
Lithuania,2,1,2,2,2
Lithuania,2,1,1,4,3
Lithuania,2,2,2,3,3
Lithuania,1,2,2,3,4
Lithuania,1,2,3,4,2
Lithuania,2,2,1,2,1
Lithuania,NA,1,1,4,3
Lithuania,1,2,2,2,2
Lithuania,1,1,1,1,4
Lithuania,2,1,1,4,2
Lithuania,2,2,2,2,2
Lithuania,1,3,3,3,4
Lithuania,NA,3,3,3,3
Lithuania,2,2,2,2,2
Lithuania,NA,1,1,3,2
Lithuania,2,1,1,2,2
Lithuania,2,1,1,2,1
Lithuania,NA,1,1,2,1
Lithuania,2,1,1,1,2
Lithuania,2,1,2,3,2
Lithuania,1,2,2,1,1
Lithuania,2,1,2,2,1
Lithuania,2,1,1,1,1
Lithuania,1,1,1,1,2
Lithuania,2,1,2,2,2
Lithuania,2,1,1,1,1
Lithuania,2,1,1,3,1
Lithuania,2,2,2,2,2
Lithuania,2,2,2,2,2
Lithuania,2,4,3,4,4
Lithuania,2,2,2,2,4
Lithuania,2,2,2,2,2
Lithuania,2,2,2,2,2
Lithuania,NA,NA,2,3,2
Lithuania,1,2,2,1,2
Lithuania,2,2,3,3,2
Lithuania,2,1,1,1,1
Lithuania,2,4,3,4,4
Lithuania,1,1,2,1,1
Lithuania,2,2,3,2,2
Lithuania,1,1,1,NA,2
Lithuania,2,1,1,2,2
Lithuania,2,NA,NA,4,4
Lithuania,2,2,1,2,2
Lithuania,2,2,1,1,2
Lithuania,1,1,1,1,1
Lithuania,NA,2,2,2,4
Lithuania,2,1,1,2,2
Lithuania,NA,1,1,1,3
Lithuania,1,1,2,3,4
Lithuania,1,1,1,4,4
Lithuania,1,1,3,1,2
Lithuania,NA,2,2,1,2
Lithuania,2,3,2,2,2
Lithuania,NA,1,2,2,1
Lithuania,1,1,1,2,2
